OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
168,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{11529230-1A84-4452-8D69-E1B8F7E4B50C},180,CALO,Unofficial Boundary of Cape Lookout National Seashore.,Cape Lookout National Seashore,2013/12/18 00:00:00+00,NC,SE,1000889,National Seashore,Region,Preliminary data. Contact the Land Resources Program for additional information.,Cape Lookout,233295.323112547,171056451.464282
169,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{BE720AD0-A260-42C6-A6B1-88AFAF509A19},181,CHCH,Unofficial Boundary of Chickamauga and Chattanooga National Military Park.,Chickamauga and Chattanooga National Military Park,2013/12/18 00:00:00+00,GA,SE,330990,National Military Park,Region,Preliminary data. Contact the Land Resources Program for additional information.,Chickamauga and Chattanooga,210842.714471411,59444192.6613218
170,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{FC2D4295-6AC3-4298-BF08-EFC168A52CD6},182,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,2024/03/15 09:30:23+00,KY,SE,490476,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048072,Cumberland Gap,165105.313884116,153217773.220027
171,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6E6ADDBC-5985-4CF5-8E73-C2EB5925273D},183,CONG,Lands - http://landsnet.nps.gov/tractsnet/documents/CONG/Metadata/cong_metadata.xml,Congaree National Park,2022/06/07 00:00:00+00,SC,SE,2035095,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229070,Congaree,116341.711616809,157073614.928551
172,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{5C7CCEFA-FD28-4AEB-87DC-CA6892C69A15},184,BISC,Lands - http://landsnet.nps.gov/tractsnet/documents/BISC/Metadata/bisc_metadata.xml,Biscayne National Park,2010/12/02 00:00:00+00,FL,SE,294450,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167747,Biscayne,143915.163266578,867063857.349644
173,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{A3F2F6C0-1025-4EBD-8DB9-706A16B37371},185,CASA,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,Castillo de San Marcos National Monument,2005/02/28 00:00:00+00,FL,SE,307911,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047924,Castillo de San Marcos,1675.85993598561,108299.669434971
174,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{06EEB9AD-D87F-4000-B3BB-2166376CAFDB},186,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049233,Fort Matanzas,13355.2278910387,1474420.60549743
175,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{FEF56D01-B01D-4160-B787-0FD37012616C},187,EVER,Lands - http://landsnet.nps.gov/tractsnet/documents/EVER/Metadata/ever_metadata.xml,Everglades National Park,2019/06/24 00:00:00+00,FL,SE,293666,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264901,Everglades,558822.071852447,7625863021.64224
176,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B4505169-BB50-4B30-AF5F-32E876BDA033},190,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,2007/11/07 00:00:00+00,FL,SE,307632,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047947,Dry Tortugas,69744.0117175223,322682120.793791
177,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{66BFB624-897E-4253-8A7C-EB941D36606F},191,DESO,Lands - http://landsnet.nps.gov/tractsnet/documents/DESO/Metadata/deso_metadata.xml,De Soto National Memorial,2014/08/07 00:00:00+00,FL,SE,294586,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215972,De Soto,2595.17163682606,156650.91830232
178,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{BF1E7E5B-6123-4459-9B25-B909DD69DA5D},192,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230260,Fort Caroline,7620.09358772726,764984.760765092
179,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{D735471A-135E-434E-A8E5-E111628AAE89},193,GUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GUIS/Metadata/guis_metadata.xml,Gulf Islands National Seashore,2010/10/05 00:00:00+00,FL,SE,689020,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166436,Gulf Islands,440556.287299942,710305580.668589
180,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6A737638-9EFA-4195-9DD6-B199B190B3E1},194,SAJU,Unofficial Boundary of San Juan National Historic Site.,San Juan National Historic Site,2013/12/18 00:00:00+00,PR,SE,1879024,National Historic Site,Region,Preliminary data. Contact the Land Resources Program for additional information.,San Juan,8679.12555382168,344663.927255172
181,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{EE805AA7-403D-4554-AE23-BA543BBA9E31},195,TIMU,Unofficial Boundary of Timucuan Ecological and Historic Preserve.,Timucuan Ecological and Historic Preserve,2013/12/18 00:00:00+00,FL,SE,2733416,National Preserve,Region,Preliminary data. Contact the Land Resources Program for additional information.,Timucuan,265943.525535939,247930328.81612
182,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{1B298316-767B-42AB-9DB9-B6DF4ABB8A4B},196,VIIS,Lands - http://landsnet.nps.gov/tractsnet/documents/VIIS/Metadata/viis_metadata.xml,Virgin Islands National Park,2019/10/24 00:00:00+00,VI,SE,1614406,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259623,Virgin Islands,71984.6267123149,67815446.8168504
183,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6537C577-344E-499F-BD97-1B4CAE33C75C},197,VICR,Lands - http://landsnet.nps.gov/tractsnet/documents/VICR/Metadata/vicr_metadata.xml,Virgin Islands Coral Reef National Monument,2013/04/04 00:00:00+00,VI,SE,2733450,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194489,Virgin Islands Coral Reef,70251.4252888281,62764769.9140415
184,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{F0B6C114-7135-4413-A131-7B4885D022B4},198,BUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,Buck Island Reef National Monument,2006/03/20 00:00:00+00,VI,SE,1613756,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047917,Buck Island Reef,35451.9956749905,85236901.3282374
185,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{392B0011-6320-470F-B609-02E3D27A83AC},199,CHRI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHRI/Metadata/chri_metadata.xml,Christiansted National Historic Site,2014/06/19 00:00:00+00,VI,SE,1993781,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218479,Christiansted,2308.11064131094,116677.539411099
186,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{7A1EEC99-743F-4941-9FFA-A7FFD4714775},200,SARI,Lands - http://landsnet.nps.gov/tractsnet/documents/SARI/Metadata/sari_metadata.xml,Salt River Bay National Historical Park and Ecological Preserve,2009/03/05 00:00:00+00,VI,SE,1993989,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048043,Salt River Bay,15506.9447802831,4603167.84358571
187,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{62485624-A028-467C-98F4-024AFD6156E0},201,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/Metadata/fodo_metadata.xml,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,KY,SE,1284664,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224521,Fort Donelson,43303.9440082276,8163037.23348521
188,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B41582A8-6AB3-471F-B457-056C3F7225D2},202,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,2023/12/15 00:00:00+00,GA,SE,314290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047961,Fort Frederica,12895.4188704894,1666480.0678743
189,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{7744D4FC-F299-4A00-A838-97B0EAE486B2},203,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171830,Fort Pulaski,56871.6136897149,30589695.0029727
190,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{F5DCA7DA-5BFA-443A-AA5F-9FAFE1E5EF43},204,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter and Fort Moultrie National Historical Park,2021/03/31 00:00:00+00,SC,SE,1222505,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047964,Fort Sumter and Fort Moultrie,9870.23218100438,1356888.16954605
191,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{17F2EE25-F91E-40A4-AC93-396DD287612F},205,ANJO,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,Andrew Johnson National Historic Site,2007/01/24 00:00:00+00,TN,SE,1304837,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047901,Andrew Johnson,2126.41809994864,102557.434207923
192,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6203B8BD-4C04-4F9B-AE08-D705011CCFD5},206,GRSM,Unofficial Boundary of Great Smoky Mountains National Park.,Great Smoky Mountains National Park,2013/12/18 00:00:00+00,NC,SE,1018241,National Park,Park,Preliminary data. Contact the Land Resources Program for additional information.,Great Smoky Mountains,808754.046480153,3178103337.82172
193,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{264D9D3F-3914-4EE9-BA37-A5CD06915452},207,HOBE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOBE/Metadata/hobe_metadata.xml,Horseshoe Bend National Military Park,2009/10/26 00:00:00+00,AL,SE,149966,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049234,Horseshoe Bend,15611.0166635748,11989088.2156447
194,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{CFC332F9-4307-4088-A929-0CCA82C0AF52},208,KEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/Metadata/kemo_metadata.xml,Kennesaw Mountain National Battlefield Park,2020/09/23 00:00:00+00,GA,SE,310345,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/215975,Kennesaw Mountain,57929.5242643128,17404530.2692303
195,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{0C93EA9D-B78D-408E-B355-D3F5370B5AA4},209,KIMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KIMO/Metadata/kimo_metadata.xml,Kings Mountain National Military Park,2011/06/27 00:00:00+00,SC,SE,1223739,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174271,Kings Mountain,22120.4402374412,23836721.1336806
196,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B8A0D835-D60C-4F9A-ABC7-5E3E51658A4B},210,COWP,Lands - http://landsnet.nps.gov/tractsnet/documents/COWP/Metadata/cowp_metadata.xml,Cowpens National Battlefield,2014/09/17 00:00:00+00,SC,SE,1247412,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218478,Cowpens,13385.2611125061,5131854.34399769
197,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{C859FAFA-E5FF-4772-8C12-DD38BA3EB4ED},212,MACA,Lands - http://landsnet.nps.gov/tractsnet/documents/MACA/Metadata/maca_metadata.xml,Mammoth Cave National Park,2023/07/18 11:20:24+00,KY,SE,507318,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048014,Mammoth Cave,129647.168991578,457441502.408888
198,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{7D632B4C-CE96-4C8E-9B4A-F5DEF7A265B3},213,ABLI,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,Abraham Lincoln Birthplace National Historical Park,2007/10/03 00:00:00+00,KY,SE,496556,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047895,Abraham Lincoln Birthplace,12580.5393031378,2186841.2870998
199,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{558D904A-1945-4935-B58C-12E34D28BE02},214,MOCR,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCR/Metadata/mocr_metadata.xml,Moores Creek National Battlefield,2009/10/26 00:00:00+00,NC,SE,1025558,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049235,Moores Creek,3289.12002955929,542942.224679082
200,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{E6E77698-49DF-465B-A20F-2872B67FAA3F},215,NATR,Lands - http://landsnet.nps.gov/tractsnet/documents/NATR/Metadata/natr_metadata.xml,Natchez Trace Parkway,2016/04/12 00:00:00+00,AL,SE,123648,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230263,Natchez Trace,1965745.97169056,310339968.952802
201,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{E76D0D4F-63D5-41F4-86D7-2405F2A61AF9},217,BRCR,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCR/Metadata/brcr_metadata.xml,Brices Cross Roads National Battlefield Site,2005/10/13 00:00:00+00,MS,SE,667556,National Battlefield Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047914,Brices Cross Roads,342.165384169867,5930.15085476943
202,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B86E860F-FF4D-4050-8385-B53E1FA134E1},218,TUPE,Lands - http://landsnet.nps.gov/tractsnet/documents/TUPE/Metadata/tupe_metadata.xml,Tupelo National Battlefield,2005/10/13 00:00:00+00,MS,SE,1888969,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048055,Tupelo,308.348237598635,5930.80110563449
203,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{48D76FC1-D89E-491E-8744-88F2B72FF29D},219,SHIL,Lands - http://landsnet.nps.gov/tractsnet/documents/SHIL/Metadata/shil_metadata.xml,Shiloh National Military Park,2020/09/25 00:00:00+00,MS,SE,1270094,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259621,Shiloh,98789.9919827488,52707057.550864
204,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AF7B2C09-C7FB-44AB-9C9A-47E2791E381F},220,STRI,Lands - http://landsnet.nps.gov/tractsnet/documents/STRI/Metadata/stri_metadata.xml,Stones River National Battlefield,2018/03/29 00:00:00+00,TN,SE,1888964,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252627,Stones River,24132.5336864439,4452463.14006721
205,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{C3619DAB-393C-4EA0-AA6B-A38400F8B04E},221,VICK,Lands - http://landsnet.nps.gov/tractsnet/documents/VICK/Metadata/vick_metadata.xml,Vicksburg National Military Park,2021/08/11 00:00:00+00,LA,SE,679217,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2287212,Vicksburg,55280.9829930365,14253637.1713873
206,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{417C2B59-1DBC-48AD-91C2-B82292EDD667},222,OCMU,Lands - http://landsnet.nps.gov/tractsnet/documents/OCMU/Metadata/ocmu_metadata.xml,Ocmulgee Mounds National Historical Park,2020/09/25 00:00:00+00,GA,SE,1888951,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218476,Ocmulgee,32617.093906586,19469742.4524029
207,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{37F9A989-D090-4FEB-8648-3BFB566398C5},223,CUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CUIS/Metadata/cuis_metadata.xml,Cumberland Island National Seashore,2018/10/16 00:00:00+00,GA,SE,325829,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259622,Cumberland Island,84530.8535409085,211346295.513599
208,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{F20EFC5A-5AAC-4B9E-8B39-BDDC50ABA452},224,OBRI,Lands - http://landsnet.nps.gov/tractsnet/documents/OBRI/Metadata/obri_metadata.xml,Obed Wild and Scenic River,2020/09/23 00:00:00+00,TN,SE,1309684,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278883,Obed,198150.885533251,33607608.8215218
209,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{FA58A564-7E71-4704-BE6C-DDDEE223283E},225,LIRI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIRI/Metadata/liri_metadata.xml,Little River Canyon National Preserve,2013/04/29 00:00:00+00,AL,SE,1888939,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196722,Little River Canyon,131916.50797181,91891968.210337
210,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{BD266D6D-F5ED-416E-8019-D341498FBB3D},226,RUCA,Lands - http://landsnet.nps.gov/tractsnet/documents/RUCA/Metadata/ruca_metadata.xml,Russell Cave National Monument,2022/12/14 13:48:04+00,AL,SE,126026,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181138,Russell Cave,7742.76633434594,1858120.60341129
211,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9E5005AD-1E67-4BF1-8C9E-A7422D1F3D40},227,NISI,Lands - http://landsnet.nps.gov/tractsnet/documents/NISI/Metadata/nisi_metadata.xml,Ninety Six National Historic Site,2006/03/20 00:00:00+00,SC,SE,1227788,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048027,Ninety Six,11853.3065527058,5700905.15805726
212,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{2E12731F-F0D9-4BB5-A296-7FE2057690B3},228,TUAI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUAI/Metadata/tuai_metadata.xml,Tuskegee Airmen National Historic Site,2009/02/03 00:00:00+00,AL,SE,2492338,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048054,Tuskegee Airmen,3378.24176799608,507337.448008661
213,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{0701F5BF-0D5A-43FA-AA96-8E81C24EAEA7},229,SEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SEMO/Metadata/semo_metadata.xml,Selma to Montgomery National Historic Trail,2011/05/19 00:00:00+00,AL,SE,2733435,National Trails System,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174273,Selma to Montgomery,1654.7004644361,113747.508916399
214,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{2B997B7F-F16B-4DC7-BF4E-2A9672E38A43},230,NATC,Lands - http://landsnet.nps.gov/tractsnet/documents/NATC/Metadata/natc_metadata.xml,Natchez National Historical Park,2020/12/28 00:00:00+00,MS,SE,1888946,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048023,Natchez,8087.32800470725,786108.910874818
215,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{C6BE0B67-A730-4AB0-9675-9E914ADC9778},231,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,2020/04/29 00:00:00+00,SC,SE,1252725,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047935,Charles Pinckney,1655.60242017185,162342.82867848
216,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{F56D1BD5-CA79-4AC5-9D1F-28005CF3F00E},232,JICA,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,Jimmy Carter National Historical Park,2015/08/03 00:00:00+00,GA,SE,1888934,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224524,Jimmy Carter,15043.6641044262,407012.952633803
217,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{C540B6A2-9A9A-454C-A598-4C47CA8799A9},233,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr., National Historical Park",2014/11/19 00:00:00+00,GA,SE,1704967,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,2965.89059558848,228201.895971019
